"StationID","Visit Start Date","Local Characteristic Name","SampleDepth","Depth Units","Result Value/Text","MQL","UQL","Censored","ValueCen"
"NETN_ACAD_ABIN","08/14/2014","TN_mgL","stream",NA,"0.278",NA,NA,FALSE,"0.278"
"NETN_ACAD_ABIN","08/14/2014","TP_ugL","stream",NA,"11.6",NA,NA,FALSE,"11.6"
"NETN_ACAD_ABIN","05/10/2016","ANC_ueqL","stream",NA,"72.99713",NA,NA,FALSE,"72.99713"
"NETN_ACAD_ABIN","05/10/2016","Cl_ueqL","stream",NA,"126.873142857143",NA,NA,FALSE,"126.873142857143"
"NETN_ACAD_ABIN","05/10/2016","DOC_mgL","stream",NA,"3.92",NA,NA,FALSE,"3.92"
"NETN_ACAD_ABIN","05/10/2016","NO3_ueqL","stream",NA,"*Present <QL","1",NA,TRUE,"1"
"NETN_ACAD_ABIN","05/10/2016","SO4_ueqL","stream",NA,"23.9721875",NA,NA,FALSE,"23.9721875"
"NETN_ACAD_ABIN","05/10/2016","TN_mgL","stream",NA,"0.141",NA,NA,FALSE,"0.141"
"NETN_ACAD_ABIN","05/10/2016","TP_ugL","stream",NA,"5",NA,NA,FALSE,"5"
"NETN_ACAD_ABIN","08/03/2016","ANC_ueqL","stream",NA,"252.24",NA,NA,FALSE,"252.24"
"NETN_ACAD_ABIN","08/03/2016","Cl_ueqL","stream",NA,"110.326857142857",NA,NA,FALSE,"110.326857142857"
"NETN_ACAD_ABIN","08/03/2016","DOC_mgL","stream",NA,"8.314",NA,NA,FALSE,"8.314"
"NETN_ACAD_ABIN","08/03/2016","NO3_ueqL","stream",NA,"*Present <QL","1",NA,TRUE,"1"
"NETN_ACAD_ABIN","08/03/2016","SO4_ueqL","stream",NA,"*Present <QL","1",NA,TRUE,"1"
"NETN_ACAD_ABIN","08/03/2016","TN_mgL","stream",NA,"0.542",NA,NA,FALSE,"0.542"
"NETN_ACAD_ABIN","08/03/2016","TP_ugL","stream",NA,"15.4",NA,NA,FALSE,"15.4"
"NETN_ACAD_ABIN","05/07/2018","ANC_ueqL","stream",NA,"90.17795",NA,NA,FALSE,"90.17795"
"NETN_ACAD_ABIN","05/07/2018","DOC_mgL","stream",NA,"4.654",NA,NA,FALSE,"4.654"
"NETN_ACAD_ABIN","05/07/2018","TN_mgL","stream",NA,"0.208",NA,NA,FALSE,"0.208"
"NETN_ACAD_ABIN","05/07/2018","TP_ugL","stream",NA,"8.1",NA,NA,FALSE,"8.1"
"NETN_ACAD_ABIN","06/07/2018","ANC_ueqL","stream",NA,"121.263",NA,NA,FALSE,"121.263"
"NETN_ACAD_ABIN","06/07/2018","DOC_mgL","stream",NA,"7.053",NA,NA,FALSE,"7.053"
"NETN_ACAD_ABIN","06/07/2018","TN_mgL","stream",NA,"0.34",NA,NA,FALSE,"0.34"
"NETN_ACAD_ABIN","06/07/2018","TP_ugL","stream",NA,"10.2",NA,NA,FALSE,"10.2"
"NETN_ACAD_ABIN","07/09/2018","ANC_ueqL","stream",NA,"175.0978",NA,NA,FALSE,"175.0978"
"NETN_ACAD_ABIN","07/09/2018","DOC_mgL","stream",NA,"9.681",NA,NA,FALSE,"9.681"
"NETN_ACAD_ABIN","07/09/2018","TN_mgL","stream",NA,"0.4261",NA,NA,FALSE,"0.4261"
"NETN_ACAD_ABIN","07/09/2018","TP_ugL","stream",NA,"24.3",NA,NA,FALSE,"24.3"
"NETN_ACAD_ABIN","08/02/2018","ANC_ueqL","stream",NA,"223.435",NA,NA,FALSE,"223.435"
"NETN_ACAD_ABIN","08/02/2018","DOC_mgL","stream",NA,"9.855",NA,NA,FALSE,"9.855"
"NETN_ACAD_ABIN","08/02/2018","TN_mgL","stream",NA,"0.609",NA,NA,FALSE,"0.609"
"NETN_ACAD_ABIN","08/02/2018","TP_ugL","stream",NA,"17.6",NA,NA,FALSE,"17.6"
"NETN_ACAD_ABIN","09/17/2018","ANC_ueqL","stream",NA,"114.79",NA,NA,FALSE,"114.79"
"NETN_ACAD_ABIN","09/17/2018","DOC_mgL","stream",NA,"10.79",NA,NA,FALSE,"10.79"
"NETN_ACAD_ABIN","09/17/2018","TN_mgL","stream",NA,"0.609",NA,NA,FALSE,"0.609"
"NETN_ACAD_ABIN","09/17/2018","TP_ugL","stream",NA,"25.9",NA,NA,FALSE,"25.9"
"NETN_ACAD_ABIN","10/10/2018","ANC_ueqL","stream",NA,"82.34",NA,NA,FALSE,"82.34"
"NETN_ACAD_ABIN","10/10/2018","DOC_mgL","stream",NA,"10.47",NA,NA,FALSE,"10.47"
"NETN_ACAD_ABIN","10/10/2018","TN_mgL","stream",NA,"0.379",NA,NA,FALSE,"0.379"
"NETN_ACAD_ABIN","10/10/2018","TP_ugL","stream",NA,"10.8",NA,NA,FALSE,"10.8"
"NETN_ACAD_ANTB","06/19/2006","ChlA_ugL","epilimnion",NA,"1.8",NA,NA,FALSE,"1.8"
"NETN_ACAD_ANTB","06/19/2006","TN_mgL","epilimnion",NA,"*Present <QL","0.06",NA,TRUE,"0.06"
"NETN_ACAD_ANTB","06/19/2006","TP_ugL","epilimnion",NA,"*Present <QL","2",NA,TRUE,"2"
"NETN_ACAD_ANTB","08/09/2006","ChlA_ugL","epilimnion",NA,"1.2",NA,NA,FALSE,"1.2"
"NETN_ACAD_ANTB","08/09/2006","TN_mgL","epilimnion",NA,"0.48",NA,NA,FALSE,"0.48"
"NETN_ACAD_ANTB","08/09/2006","TP_ugL","epilimnion",NA,"8",NA,NA,FALSE,"8"
"NETN_ACAD_ANTB","06/16/2009","ANC_ueqL","epilimnion",NA,"86.9",NA,NA,FALSE,"86.9"
"NETN_ACAD_ANTB","06/16/2009","ChlA_ugL","epilimnion",NA,"1",NA,NA,FALSE,"1"
"NETN_ACAD_ANTB","06/16/2009","TN_mgL","epilimnion",NA,"0.289",NA,NA,FALSE,"0.289"
"NETN_ACAD_ANTB","06/16/2009","TP_ugL","epilimnion",NA,"8.7",NA,NA,FALSE,"8.7"
"NETN_ACAD_ANTB","08/25/2009","ANC_ueqL","epilimnion",NA,"162",NA,NA,FALSE,"162"
"NETN_ACAD_ANTB","08/25/2009","ChlA_ugL","epilimnion",NA,"1.5",NA,NA,FALSE,"1.5"
"NETN_ACAD_ANTB","08/25/2009","TN_mgL","epilimnion",NA,"0.408",NA,NA,FALSE,"0.408"
"NETN_ACAD_ANTB","08/25/2009","TP_ugL","epilimnion",NA,"11",NA,NA,FALSE,"11"
"NETN_ACAD_ANTB","06/18/2012","ANC_ueqL","epilimnion",NA,"109",NA,NA,FALSE,"109"
"NETN_ACAD_ANTB","06/18/2012","ChlA_ugL","epilimnion",NA,"1.9",NA,NA,FALSE,"1.9"
"NETN_ACAD_ANTB","06/18/2012","Cl_ueqL","epilimnion",NA,"196",NA,NA,FALSE,"196"
"NETN_ACAD_ANTB","06/18/2012","DOC_mgL","epilimnion",NA,"6.76",NA,NA,FALSE,"6.76"
"NETN_ACAD_ANTB","06/18/2012","NO3_ueqL","epilimnion",NA,"*Present <QL","1",NA,TRUE,"1"
"NETN_ACAD_ANTB","06/18/2012","SO4_ueqL","epilimnion",NA,"23",NA,NA,FALSE,"23"
"NETN_ACAD_ANTB","06/18/2012","TN_mgL","epilimnion",NA,"0.313",NA,NA,FALSE,"0.313"
"NETN_ACAD_ANTB","06/18/2012","TP_ugL","epilimnion",NA,"8.3",NA,NA,FALSE,"8.3"
"NETN_ACAD_ANTB","08/30/2012","ANC_ueqL","epilimnion",NA,"371",NA,NA,FALSE,"371"
"NETN_ACAD_ANTB","08/30/2012","ChlA_ugL","epilimnion",NA,"2",NA,NA,FALSE,"2"
"NETN_ACAD_ANTB","08/30/2012","Cl_ueqL","epilimnion",NA,"213",NA,NA,FALSE,"213"
"NETN_ACAD_ANTB","08/30/2012","DOC_mgL","epilimnion",NA,"8.03",NA,NA,FALSE,"8.03"
"NETN_ACAD_ANTB","08/30/2012","NO3_ueqL","epilimnion",NA,"1.1",NA,NA,FALSE,"1.1"
"NETN_ACAD_ANTB","08/30/2012","SO4_ueqL","epilimnion",NA,"27",NA,NA,FALSE,"27"
"NETN_ACAD_ANTB","08/30/2012","TN_mgL","epilimnion",NA,"0.506",NA,NA,FALSE,"0.506"
"NETN_ACAD_ANTB","08/30/2012","TP_ugL","epilimnion",NA,"9.6",NA,NA,FALSE,"9.6"
"NETN_ACAD_ANTB","06/22/2015","ANC_ueqL","epilimnion",NA,"92.504",NA,NA,FALSE,"92.504"
"NETN_ACAD_ANTB","06/22/2015","ChlA_ugL","epilimnion",NA,"1.3",NA,NA,FALSE,"1.3"
"NETN_ACAD_ANTB","06/22/2015","Cl_ueqL","epilimnion",NA,"175.406285714286",NA,NA,FALSE,"175.406285714286"
"NETN_ACAD_ANTB","06/22/2015","DOC_mgL","epilimnion",NA,"5.879",NA,NA,FALSE,"5.879"
"NETN_ACAD_ANTB","06/22/2015","NO3_ueqL","epilimnion",NA,"*Present <QL","1",NA,TRUE,"1"
"NETN_ACAD_ANTB","06/22/2015","SO4_ueqL","epilimnion",NA,"15.9819791666667",NA,NA,FALSE,"15.9819791666667"
"NETN_ACAD_ANTB","06/22/2015","TN_mgL","epilimnion",NA,"0.257",NA,NA,FALSE,"0.257"
"NETN_ACAD_ANTB","06/22/2015","TP_ugL","epilimnion",NA,"9.1",NA,NA,FALSE,"9.1"
"NETN_ACAD_ANTB","08/26/2015","ANC_ueqL","epilimnion",NA,"176.8508",NA,NA,FALSE,"176.8508"
"NETN_ACAD_ANTB","08/26/2015","ChlA_ugL","epilimnion",NA,"6",NA,NA,FALSE,"6"
"NETN_ACAD_ANTB","08/26/2015","Cl_ueqL","epilimnion",NA,"298",NA,NA,FALSE,"298"
"NETN_ACAD_ANTB","08/26/2015","DOC_mgL","epilimnion",NA,"5.643",NA,NA,FALSE,"5.643"
"NETN_ACAD_ANTB","08/26/2015","NO3_ueqL","epilimnion",NA,"*Present <QL","1",NA,TRUE,"1"
"NETN_ACAD_ANTB","08/26/2015","SO4_ueqL","epilimnion",NA,"6.6",NA,NA,FALSE,"6.6"
"NETN_ACAD_ANTB","08/26/2015","TN_mgL","epilimnion",NA,"0.405",NA,NA,FALSE,"0.405"
"NETN_ACAD_ANTB","08/26/2015","TP_ugL","epilimnion",NA,"6.4",NA,NA,FALSE,"6.4"
"NETN_ACAD_ANTB","05/18/2018","ChlA_ugL","epilimnion",NA,"2.29",NA,NA,FALSE,"2.29"
"NETN_ACAD_ANTB","05/18/2018","DOC_mgL","epilimnion",NA,"5.395",NA,NA,FALSE,"5.395"
"NETN_ACAD_ANTB","05/18/2018","TN_mgL","epilimnion",NA,"0.324",NA,NA,FALSE,"0.324"
"NETN_ACAD_ANTB","05/18/2018","TP_ugL","epilimnion",NA,"9.5",NA,NA,FALSE,"9.5"
"NETN_ACAD_ANTB","06/20/2018","ChlA_ugL","epilimnion",NA,"2.06",NA,NA,FALSE,"2.06"
"NETN_ACAD_ANTB","06/20/2018","DOC_mgL","epilimnion",NA,"6.391",NA,NA,FALSE,"6.391"
"NETN_ACAD_ANTB","06/20/2018","TN_mgL","epilimnion",NA,"0.429",NA,NA,FALSE,"0.429"
"NETN_ACAD_ANTB","06/20/2018","TP_ugL","epilimnion",NA,"11.2",NA,NA,FALSE,"11.2"
"NETN_ACAD_ANTB","07/20/2018","ChlA_ugL","epilimnion",NA,"2.04",NA,NA,FALSE,"2.04"
"NETN_ACAD_ANTB","07/20/2018","DOC_mgL","epilimnion",NA,"7.842",NA,NA,FALSE,"7.842"
"NETN_ACAD_ANTB","07/20/2018","TN_mgL","epilimnion",NA,"0.4621",NA,NA,FALSE,"0.4621"
"NETN_ACAD_ANTB","07/20/2018","TP_ugL","epilimnion",NA,"14.9",NA,NA,FALSE,"14.9"
"NETN_ACAD_ANTB","08/23/2018","ChlA_ugL","epilimnion",NA,"2.85",NA,NA,FALSE,"2.85"
"NETN_ACAD_ANTB","08/23/2018","DOC_mgL","epilimnion",NA,"7.128",NA,NA,FALSE,"7.128"
"NETN_ACAD_ANTB","08/23/2018","TN_mgL","epilimnion",NA,"0.405",NA,NA,FALSE,"0.405"
"NETN_ACAD_ANTB","08/23/2018","TP_ugL","epilimnion",NA,"6.9",NA,NA,FALSE,"6.9"
"NETN_ACAD_ANTB","09/24/2018","ChlA_ugL","epilimnion",NA,"2.285",NA,NA,FALSE,"2.285"
"NETN_ACAD_ANTB","09/24/2018","DOC_mgL","epilimnion",NA,"8.89",NA,NA,FALSE,"8.89"
"NETN_ACAD_ANTB","09/24/2018","TN_mgL","epilimnion",NA,"0.384",NA,NA,FALSE,"0.384"
"NETN_ACAD_ANTB","09/24/2018","TP_ugL","epilimnion",NA,"8.9",NA,NA,FALSE,"8.9"
"NETN_ACAD_ANTB","10/19/2018","ChlA_ugL","epilimnion",NA,"*Present <QL","1",NA,TRUE,"1"
"NETN_ACAD_ANTB","10/19/2018","DOC_mgL","epilimnion",NA,"10.38",NA,NA,FALSE,"10.38"
"NETN_ACAD_ANTB","10/19/2018","TN_mgL","epilimnion",NA,"0.306",NA,NA,FALSE,"0.306"
"NETN_ACAD_ANTB","10/19/2018","TP_ugL","epilimnion",NA,"9.4",NA,NA,FALSE,"9.4"
"NETN_ACAD_BOWL","04/12/2006","ANC_ueqL","epilimnion",NA,"14.95",NA,NA,FALSE,"14.95"
"NETN_ACAD_BOWL","04/12/2006","Ca_ueqL","epilimnion",NA,"46.62",NA,NA,FALSE,"46.62"
"NETN_ACAD_BOWL","04/12/2006","Cl_ueqL","epilimnion",NA,"175.18",NA,NA,FALSE,"175.18"
"NETN_ACAD_BOWL","04/12/2006","DOC_mgL","epilimnion",NA,"1.9",NA,NA,FALSE,"1.9"
"NETN_ACAD_BOWL","04/12/2006","K_ueqL","epilimnion",NA,"5.46",NA,NA,FALSE,"5.46"
"NETN_ACAD_BOWL","04/12/2006","Mg_ueqL","epilimnion",NA,"42.77",NA,NA,FALSE,"42.77"
"NETN_ACAD_BOWL","04/12/2006","Na_ueqL","epilimnion",NA,"170.18",NA,NA,FALSE,"170.18"
"NETN_ACAD_BOWL","04/12/2006","NH4_mgL","epilimnion",NA,"0.003",NA,NA,FALSE,"0.003"
"NETN_ACAD_BOWL","04/12/2006","NO3_ueqL","epilimnion",NA,"0.6",NA,NA,FALSE,"0.6"
"NETN_ACAD_BOWL","04/12/2006","SO4_ueqL","epilimnion",NA,"61.45",NA,NA,FALSE,"61.45"
"NETN_ACAD_BOWL","04/12/2006","TN_mgL","epilimnion",NA,"0.16",NA,NA,FALSE,"0.16"
"NETN_ACAD_BOWL","10/11/2006","ANC_ueqL","epilimnion",NA,"32.5",NA,NA,FALSE,"32.5"
"NETN_ACAD_BOWL","10/11/2006","Ca_ueqL","epilimnion",NA,"42.42",NA,NA,FALSE,"42.42"
"NETN_ACAD_BOWL","10/11/2006","Cl_ueqL","epilimnion",NA,"161",NA,NA,FALSE,"161"
"NETN_ACAD_BOWL","10/11/2006","DOC_mgL","epilimnion",NA,"3.39",NA,NA,FALSE,"3.39"
"NETN_ACAD_BOWL","10/11/2006","K_ueqL","epilimnion",NA,"5.63",NA,NA,FALSE,"5.63"
"NETN_ACAD_BOWL","10/11/2006","Mg_ueqL","epilimnion",NA,"37.03",NA,NA,FALSE,"37.03"
"NETN_ACAD_BOWL","10/11/2006","Na_ueqL","epilimnion",NA,"172.7",NA,NA,FALSE,"172.7"
"NETN_ACAD_BOWL","10/11/2006","NH4_mgL","epilimnion",NA,"*Present <QL","0.04",NA,TRUE,"0.04"
"NETN_ACAD_BOWL","10/11/2006","NO3_ueqL","epilimnion",NA,"*Present <QL","1",NA,TRUE,"1"
"NETN_ACAD_BOWL","10/11/2006","SO4_ueqL","epilimnion",NA,"56.4",NA,NA,FALSE,"56.4"
"NETN_ACAD_BOWL","10/11/2006","TN_mgL","epilimnion",NA,"0.21",NA,NA,FALSE,"0.21"
"NETN_ACAD_BOWL","05/01/2007","ANC_ueqL","epilimnion",NA,"13.7",NA,NA,FALSE,"13.7"
"NETN_ACAD_BOWL","05/01/2007","Ca_ueqL","epilimnion",NA,"41.916",NA,NA,FALSE,"41.916"
"NETN_ACAD_BOWL","05/01/2007","Cl_ueqL","epilimnion",NA,"228",NA,NA,FALSE,"228"
"NETN_ACAD_BOWL","05/01/2007","DOC_mgL","epilimnion",NA,"1.82",NA,NA,FALSE,"1.82"
"NETN_ACAD_BOWL","05/01/2007","K_ueqL","epilimnion",NA,"7.1624",NA,NA,FALSE,"7.1624"
"NETN_ACAD_BOWL","05/01/2007","Mg_ueqL","epilimnion",NA,"46.0824",NA,NA,FALSE,"46.0824"
"NETN_ACAD_BOWL","05/01/2007","Na_ueqL","epilimnion",NA,"191.835",NA,NA,FALSE,"191.835"
"NETN_ACAD_BOWL","05/01/2007","NH4_mgL","epilimnion",NA,"*Present <QL","0.1",NA,TRUE,"0.1"
"NETN_ACAD_BOWL","05/01/2007","NO3_ueqL","epilimnion",NA,"1.4",NA,NA,FALSE,"1.4"
"NETN_ACAD_BOWL","05/01/2007","SO4_ueqL","epilimnion",NA,"60",NA,NA,FALSE,"60"
"NETN_ACAD_BOWL","05/01/2007","TN_mgL","epilimnion",NA,"0.115",NA,NA,FALSE,"0.115"
"NETN_ACAD_BOWL","10/29/2007","ANC_ueqL","epilimnion",NA,"21.7",NA,NA,FALSE,"21.7"
"NETN_ACAD_BOWL","10/29/2007","Ca_ueqL","epilimnion",NA,"51.896",NA,NA,FALSE,"51.896"
"NETN_ACAD_BOWL","10/29/2007","Cl_ueqL","epilimnion",NA,"240",NA,NA,FALSE,"240"
"NETN_ACAD_BOWL","10/29/2007","DOC_mgL","epilimnion",NA,"3.2",NA,NA,FALSE,"3.2"
"NETN_ACAD_BOWL","10/29/2007","K_ueqL","epilimnion",NA,"7.9298",NA,NA,FALSE,"7.9298"
"NETN_ACAD_BOWL","10/29/2007","Mg_ueqL","epilimnion",NA,"48.5511",NA,NA,FALSE,"48.5511"
"NETN_ACAD_BOWL","10/29/2007","Na_ueqL","epilimnion",NA,"206.19",NA,NA,FALSE,"206.19"
"NETN_ACAD_BOWL","10/29/2007","NH4_mgL","epilimnion",NA,"*Present <QL","0.1",NA,TRUE,"0.1"
"NETN_ACAD_BOWL","10/29/2007","NO3_ueqL","epilimnion",NA,"*Present <QL","0.1",NA,TRUE,"0.1"
"NETN_ACAD_BOWL","10/29/2007","SO4_ueqL","epilimnion",NA,"62",NA,NA,FALSE,"62"
"NETN_ACAD_BOWL","10/29/2007","TN_mgL","epilimnion",NA,"0.14",NA,NA,FALSE,"0.14"
"NETN_ACAD_BOWL","04/30/2008","ANC_ueqL","epilimnion",NA,"22.4",NA,NA,FALSE,"22.4"
"NETN_ACAD_BOWL","04/30/2008","Ca_ueqL","epilimnion",NA,"59.381",NA,NA,FALSE,"59.381"
"NETN_ACAD_BOWL","04/30/2008","Cl_ueqL","epilimnion",NA,"189",NA,NA,FALSE,"189"
"NETN_ACAD_BOWL","04/30/2008","DOC_mgL","epilimnion",NA,"2.19",NA,NA,FALSE,"2.19"
"NETN_ACAD_BOWL","04/30/2008","K_ueqL","epilimnion",NA,"7.9267",NA,NA,FALSE,"7.9267"
"NETN_ACAD_BOWL","04/30/2008","Mg_ueqL","epilimnion",NA,"49.356",NA,NA,FALSE,"49.356"
"NETN_ACAD_BOWL","04/30/2008","Na_ueqL","epilimnion",NA,"210.975",NA,NA,FALSE,"210.975"
"NETN_ACAD_BOWL","04/30/2008","NH4_mgL","epilimnion",NA,"*Present <QL","0.1",NA,TRUE,"0.1"
"NETN_ACAD_BOWL","04/30/2008","NO3_ueqL","epilimnion",NA,"1",NA,NA,FALSE,"1"
"NETN_ACAD_BOWL","04/30/2008","SO4_ueqL","epilimnion",NA,"63",NA,NA,FALSE,"63"
"NETN_ACAD_BOWL","04/30/2008","TN_mgL","epilimnion",NA,"0.124",NA,NA,FALSE,"0.124"
"NETN_ACAD_BOWL","10/28/2008","ANC_ueqL","epilimnion",NA,"29.4",NA,NA,FALSE,"29.4"
"NETN_ACAD_BOWL","10/28/2008","Ca_ueqL","epilimnion",NA,"78.842",NA,NA,FALSE,"78.842"
"NETN_ACAD_BOWL","10/28/2008","Cl_ueqL","epilimnion",NA,"150",NA,NA,FALSE,"150"
"NETN_ACAD_BOWL","10/28/2008","DOC_mgL","epilimnion",NA,"3.53",NA,NA,FALSE,"3.53"
"NETN_ACAD_BOWL","10/28/2008","K_ueqL","epilimnion",NA,"8.1824",NA,NA,FALSE,"8.1824"
"NETN_ACAD_BOWL","10/28/2008","Mg_ueqL","epilimnion",NA,"54.2916",NA,NA,FALSE,"54.2916"
"NETN_ACAD_BOWL","10/28/2008","Na_ueqL","epilimnion",NA,"236.205",NA,NA,FALSE,"236.205"
"NETN_ACAD_BOWL","10/28/2008","NH4_mgL","epilimnion",NA,"*Present <QL","0.1",NA,TRUE,"0.1"
"NETN_ACAD_BOWL","10/28/2008","NO3_ueqL","epilimnion",NA,"*Present <QL","1",NA,TRUE,"1"
"NETN_ACAD_BOWL","10/28/2008","SO4_ueqL","epilimnion",NA,"62",NA,NA,FALSE,"62"
"NETN_ACAD_BOWL","10/28/2008","TN_mgL","epilimnion",NA,"0.164",NA,NA,FALSE,"0.164"
"NETN_ACAD_BOWL","04/30/2009","ANC_ueqL","epilimnion",NA,"24.9",NA,NA,FALSE,"24.9"
"NETN_ACAD_BOWL","04/30/2009","Ca_ueqL","epilimnion",NA,"56.886",NA,NA,FALSE,"56.886"
"NETN_ACAD_BOWL","04/30/2009","Cl_ueqL","epilimnion",NA,"231",NA,NA,FALSE,"231"
"NETN_ACAD_BOWL","04/30/2009","DOC_mgL","epilimnion",NA,"1.9",NA,NA,FALSE,"1.9"
"NETN_ACAD_BOWL","04/30/2009","K_ueqL","epilimnion",NA,"6.1368",NA,NA,FALSE,"6.1368"
"NETN_ACAD_BOWL","04/30/2009","Mg_ueqL","epilimnion",NA,"52.6464",NA,NA,FALSE,"52.6464"
"NETN_ACAD_BOWL","04/30/2009","Na_ueqL","epilimnion",NA,"265.35",NA,NA,FALSE,"265.35"
"NETN_ACAD_BOWL","04/30/2009","NH4_mgL","epilimnion",NA,"*Present <QL","0.1",NA,TRUE,"0.1"
"NETN_ACAD_BOWL","04/30/2009","NO3_ueqL","epilimnion",NA,"*Present <QL","1",NA,TRUE,"1"
"NETN_ACAD_BOWL","04/30/2009","SO4_ueqL","epilimnion",NA,"59",NA,NA,FALSE,"59"
"NETN_ACAD_BOWL","04/30/2009","TN_mgL","epilimnion",NA,"0.103",NA,NA,FALSE,"0.103"
"NETN_ACAD_BOWL","10/26/2009","ANC_ueqL","epilimnion",NA,"30.5",NA,NA,FALSE,"30.5"
"NETN_ACAD_BOWL","10/26/2009","Ca_ueqL","epilimnion",NA,"42.415",NA,NA,FALSE,"42.415"
"NETN_ACAD_BOWL","10/26/2009","Cl_ueqL","epilimnion",NA,"156",NA,NA,FALSE,"156"
